title,content
申请子女入读小学与分配不符合，求协助,敝姓刘，中国台湾户籍，自购房居住于东莞市虎门镇虎门大道金色家园，育有三女，长女及次女分别于2010年及2015年按虎门户籍同等待遇入读虎门中心小学。    幺女即将于今年九月入读小学一年级，本人于今年3月起按照相关规定申请入读事宜，并由东莞市教育局批准，同意按虎门户籍同等待遇入读，后虎门教育办受理申请号为：小优0000013号。     但在七月九日前往虎门教育办领取录取通知书才得知幺女被分配至另一所红旗小学。本人之居住地及工作单位均符合按虎门户籍子女入读虎门中心小学，现分配至红旗小学，著实给本人带来对于小孩子上、中、下午上课放学接送的不便，并且在小学成长环境中姐妹一同上下课也能起到相互照应、相互扶持、激励的作用。     本人已向虎门教育办反应并书面申请转换学校，但至今都未能得到实质的答复。故还望贵单位给予协助，能让幺女能够顺利入读虎门中心小学。
物业发票地址,致税务局领导，本人投诉东莞市光大物业管理有限公司天骄峰景服务处收取物业服务费后，不按发票开具要求出具正确的物业地址，人为造成物业与业主的矛盾冲突，易造成社会不稳定因素。多次与该公司管理人员沟通，拒不改正。希望贵局给予正义的支持，维护社会稳定。该现象不同业主也在一直与东莞市光大物业管理有限公司沟通，始终被无视，如果该物业公司开具的发票不符合税务上的规定，还望贵局维护法律的尊严。谢谢本人物业地址，天骄峰景22幢1506，而发票地址与本人物业地址不符，请见附图。
华南摩尔泰力格健身会所老板跑路,华南摩尔泰力格健身会所老板跑路，会员卡还没到期，还有半年
关于上次诉求，请给出明确答复,关于我司上次的诉求，编号为：011512081383301请问侦办结果？是否立案？未有明确回复。已经大半年过去，那边形势也发生了变化，对方工厂已经关门，当事人仍然逍遥法外。
嘉宏公園一號環境問題,"有以下訴求,還請政府相關人員幫忙協助處理:1.在嘉宏公園一號的東邊,有一個養雞場,一到晚上氣味難聞,惡臭味連連.2.嘉宏公園一號東邊有路燈,但是已經有半年未開過了,南邊至敏捷春天路段也不安裝路燈,此處已出現多次被搶手機,入戶被盜問題.3.嘉宏公園一號南邊經常有焚燒稻草之類的,基本時間為下午五點左右,風一吹就到3~6棟.呼吸難受.以上問題,還請相關政府人員幫忙盡快協調處理,謝謝!"
碧桂园工程导致周边房屋爆裂,事由2016年3月初，虎门镇北栅社区东坊有两处地方受碧桂园打桩影响，导致房屋有不同程度的爆裂，两处受影响的地方分别为东区和北区。今年5月左右东区房屋基本得到了处理，而北区受影响的房屋到现时都没有处理，恳请有关部门帮帮我们。谢谢领导！
东莞政府服务热线中心违规办案忽悠群众,"1.7月1日，我致电热线平台咨询特定门诊报销问题，当时已明确病种和用药，相关报销比例社保局内部已有文件规定，是非常简单的业务常识，应属于简单咨询事项，""根据《12345政府热线管理办法（试行）》明确规定，简单咨询类工单（根据部门业务知识、政策、法规等可以直接作答的）须在2个工作日内办结。""热线平台将如此简单的常规咨询划作复杂咨询类处理是否妥当？是否存在滥用规定，包庇只能部门的可能？2.我是7月1日致电咨询的，根据《12345政府热线管理办法（试行）》也明确规定，咨询类工单的受理时间为一天，为和7月1日的工单到7月7日才受理，是否存在不按时受理工单问题？"
安全需要时刻维护,赤岭村天桥公交站（往市区方向）前面二十米人行道电缆伏地很长时间了，无人维护；同样赤岭工业区全网通手机店旁边变压器前面电缆象个吊葫芦垂在行人唾手可及处。这帶电玩意儿长时间如此耷拉着，无人过问，安全何来？文明城市形象何在？请问，谁可以解除这种乱象？！
有正规的学籍号为什么不让小孩读书？,"小孩2008年9月3号出生,在外地刚读完小学2年级.由于我与老婆都从外地们调到东莞,我在华为,我老婆在信鸿职校上班..小孩申请转学东莞这边三年级时。不管是公办还是民办都不接收，原因只有一个年龄小了3天,不接收..我想问一下，既然有国家签发的正规学籍号，为什么不让转学，难道让小孩一个人在外地读书吗？这种情况合理吗？请政府评议我的姓名：殷金亮   手机号码:18926419013 小孩姓名:殷明怡身份证号码340826200809030346户籍地:安徽省安庆市宿松县复兴镇想就读学校: 东晋实验小学（民办）,3年级校地址:东莞市东坑镇东兴西路现就读学校:莞雅现代小学 3年级地址:寮步镇向西路振南路我的要求不高，只要有学校接收就可以.请政府评议"
行政效能投诉(部门),1.南城西平未来世界花园下的西海岸，擅自将商场的烟囱安装在居民楼上，油烟排放直接排入小区内，环保是怎么评的？2.商场的冷确系统，安装在居民生活区域内，发出极大的噪音，这样也能过环保？
普洲饲料厂排放异味气体,7/25/2016-7/29/2016 第天早上8：00排放异味气体，严重影响周边人员工作生活。请处理。谢谢！
紅荔僑苑叉停电,前日早上二時起負荷停电，三時有电。今早一時四十分又停，肖电工称無办法要個多鈡才有电。紅荔僑苑用F32大道綫，点解唔拉居民綫正常使用，又再錯鋒影響到何時何日。
扰民,晚上唱歌，门口摆桌子摇骰子！
横沥镇新世纪华庭，业委会严重做假,[图片]尊敬的房管局领导：     横沥新世纪华庭2013年在房管所的协助下成立了业主委员会，可是这个业主委员会不是业主选的，是有人指定的，为什么呢？     因为2016年7月，新世纪华庭的一群热心业主去横沥房管所查票了，总票数是609票，可是查询票的结果是：     1.假票，我们业主有一个几百业主的微信群，查票过程中就能在微信群询问各业主2013年的时候有没有投票？一问99%的业主不知道当年有投票这回事，因此可以判断这些票大部分是某些人做假的假票，领导们可以来新世纪就当年的选票一张一张问我们的当事业主，是不是当年被投票了。     2.空票，许多票是没有房号的，房号和业主是对不上的，还有被委托投的票。     3.经过热心业主对选票对比，竟然惊人的发现，笔迹完全相同，肉眼就能辨别出来，如果能作笔迹鉴定，一定能查出事件的真凶。     因此，我想询问下贵局领导，违规伪造选票成立的新世纪华庭业委会，合不合法？如果不合法，3年来难怪投诉无门，一投诉，横沥房管所就说，你们小区已经成立了业委会，有问题可以向业委会反应。然而，一个非法的业委会，会代表广大业主的意思吗？全体业主都希望新世纪华庭能重选业委会成员，然而，横沥房管所却说，房管所管不了新世纪华庭业委会，请问这是不是包庇？是不是公务员不作为？     还有2013年公布的业主委员会名单中有个叫何桂英的，后来被业主查到竟然不是业主，选举业委会成员，能如此儿戏吗？     现在个个业主都知道了，2013年选举的业委会是不合法，造假的。为何上级部门，竟还不配合重新选举新的业委会成员呢？难道说，横沥镇或者说东莞市山高皇帝远，中国的法律不适合这个地区吗？
业委选举大量假票，谁来问责,尊敬的房管局领导：     横沥新世纪华庭2013年在房管所的协助下成立了业主委员会，可是这个业主委员会不是业主选的，是有人指定的，为什么呢？     因为2016年7月，新世纪华庭的一群热心业主去横沥房管所查票了，总票数是609票，可是查询票的结果是：     1.假票，我们业主有一个几百业主的微信群，查票过程中就能在微信群询问各业主2013年的时候有没有投票？一问99%的业主不知道当年有投票这回事，因此可以判断这些票大部分是某些人做假的假票，领导们可以来新世纪就当年的选票一张一张问我们的当事业主，是不是当年被投票了。     2.空票，许多票是没有房号的，房号和业主是对不上的，还有被委托投的票。     3.经过热心业主对选票对比，竟然惊人的发现，笔迹完全相同，肉眼就能辨别出来，如果能作笔迹鉴定，一定能查出事件的真凶。     因此，我想询问下贵局领导，违规伪造选票成立的新世纪华庭业委会，合不合法？如果不合法，3年来难怪投诉无门，一投诉，横沥房管所就说，你们小区已经成立了业委会，有问题可以向业委会反应。然而，一个非法的业委会，会代表广大业主的意思吗？全体业主都希望新世纪华庭能重选业委会成员，然而，横沥房管所却说，房管所管不了新世纪华庭业委会，请问这是不是包庇？是不是公务员不作为？     还有2013年公布的业主委员会名单中有个叫何桂英的，后来被业主查到竟然不是业主，选举业委会成员，能如此儿戏吗？     现在个个业主都知道了，2013年选举的业委会是不合法，造假的。为何上级部门，竟还不配合重新选举新的业委会成员呢？难道说，横沥镇或者说东莞市山高皇帝远，中国的法律不适合这个地区吗？
行政效能投诉(部门),[图片]尊敬的房管局领导：     横沥新世纪华庭2013年在房管所的协助下成立了业主委员会，可是这个业主委员会不是业主选的，是有人指定的，为什么呢？     因为2016年7月，新世纪华庭的一群热心业主去横沥房管所查票了，总票数是609票，可是查询票的结果是：     1.假票，我们业主有一个几百业主的微信群，查票过程中就能在微信群询问各业主2013年的时候有没有投票？一问99%的业主不知道当年有投票这回事，因此可以判断这些票大部分是某些人做假的假票，领导们可以来新世纪就当年的选票一张一张问我们的当事业主，是不是当年被投票了。     2.空票，许多票是没有房号的，房号和业主是对不上的，还有被委托投的票。     3.经过热心业主对选票对比，竟然惊人的发现，笔迹完全相同，肉眼就能辨别出来，如果能作笔迹鉴定，一定能查出事件的真凶。     因此，我想询问下贵局领导，违规伪造选票成立的新世纪华庭业委会，合不合法？如果不合法，3年来难怪投诉无门，一投诉，横沥房管所就说，你们小区已经成立了业委会，有问题可以向业委会反应。然而，一个非法的业委会，会代表广大业主的意思吗？全体业主都希望新世纪华庭能重选业委会成员，然而，横沥房管所却说，房管所管不了新世纪华庭业委会，请问这是不是包庇？是不是公务员不作为？     还有2013年公布的业主委员会名单中有个叫何桂英的，后来被业主查到竟然不是业主，选举业委会成员，能如此儿戏吗？     现在个个业主都知道了，2013年选举的业委会是不合法，造假的。为何上级部门，竟还不配合重新选举新的业委会成员呢？难道说，横沥镇或者说东莞市山高皇帝远，中国的法律不适合这个地区吗？
新世纪华庭业委员投票造假,[图片]尊敬的房管局领导：     横沥新世纪华庭2013年在房管所的协助下成立了业主委员会，可是这个业主委员会不是业主选的，是有人指定的，为什么呢？     因为2016年7月，新世纪华庭的一群热心业主去横沥房管所查票了，总票数是609票，可是查询票的结果是：     1.假票，我们业主有一个几百业主的微信群，查票过程中就能在微信群询问各业主2013年的时候有没有投票？一问99%的业主不知道当年有投票这回事，因此可以判断这些票大部分是某些人做假的假票，领导们可以来新世纪就当年的选票一张一张问我们的当事业主，是不是当年被投票了。     2.空票，许多票是没有房号的，房号和业主是对不上的，还有被委托投的票。     3.经过热心业主对选票对比，竟然惊人的发现，笔迹完全相同，肉眼就能辨别出来，如果能作笔迹鉴定，一定能查出事件的真凶。     因此，我想询问下贵局领导，违规伪造选票成立的新世纪华庭业委会，合不合法？如果不合法，3年来难怪投诉无门，一投诉，横沥房管所就说，你们小区已经成立了业委会，有问题可以向业委会反应。然而，一个非法的业委会，会代表广大业主的意思吗？全体业主都希望新世纪华庭能重选业委会成员，然而，横沥房管所却说，房管所管不了新世纪华庭业委会，请问这是不是包庇？是不是公务员不作为？     还有2013年公布的业主委员会名单中有个叫何桂英的，后来被业主查到竟然不是业主，选举业委会成员，能如此儿戏吗？     现在个个业主都知道了，2013年选举的业委会是不合法，造假的。为何上级部门，竟还不配合重新选举新的业委会成员呢？难道说，横沥镇或者说东莞市山高皇帝远，中国的法律不适合这个地区吗？
收废料再生资源,您好：        想请问一下，收废料再生资源现在有什么政策有补贴的吗？可以在哪个网站查询到相关补贴的政策！       谢谢
咨询新政--未成年子女入户东莞,您好：  本人男方是东莞万江户口本地人， 妻子和2孩子(未成年)，户口在广西， 想把2个小朋友户口从广西迁到东莞万江，6月17号听说要放开户口政策，用未成年子女投靠父母入户万江，请问现在新的政策是要符合什么条件才可以入户口万江？要准备什么资料？谢谢。
关于围院住宅车辆收费的投诉,南城蚝二、三村的道路由原来过往路，变成了霸王拦路虎，该村将所有路封住，设置了所谓的围院式住宅区，并设置收费系统，而且收费极为离普。现投诉，第一，该村将各路口封住并设置收费系统是否合法，有无经相关部门审批，有无该住宅区收费许可证。第二，现时收费相当离普，没有经住宅人员投票同意擅自提高收费标准，由原来一小时免费提高半小时免费，并且一时内五元收费标准。第三该所谓住宅区没有设置停车位，停车地面是灿地，停车极为简陋。
固体废物管理平台网址失效,这几天为什么广东省固体废物管理平台的网址登不进去？
准生证,东莞流动人口如何办理准生证？夫妻双方均是省内异地户口，男方是广州单位集体户口，长期在东莞工作，初婚未育，现在办理准生证需要什么证件手续？
保利生态城部分别墅违建,保利林语花园部分别墅业主存在违建行为，物业管理处管理不作为任由违建建成。希望政府查明是否管理处存在收受好处行为。希望相关单位及时拆除违建。
食品用塑料包装盒QS认证,我们是东莞一家生产食品用环保包装材料BOPS、PET、PP热成型产品的工厂，想申请产品QS认证，请问申请流程是怎样？在线可以申请吗？
雍华庭路口红绿灯时间设置不合理,东城雍华庭路口红绿灯时间设置不合理，东城路往金牛路方向经常塞车，经常从窝岭路口开始塞。红绿灯只放行一次，相反，城区加油站往南城方向可放行两次，导致其他方向道路塞车。希望有关部门合理设置此红绿灯时间，避免造成不必要的拥堵。
环境卫生,万江区岳潭村牌楼基市场周围脏乱，垃圾到处都是，蚊虫横生。
丁屋村委会绕过村民大规模买卖集体土地是否可以确权,东坑镇丁屋村委会绕过村民自行大规模买卖，转让，变更土地使用权，历届村委会主任书记就土地买卖问题从来没有开过农户会议，目前丁屋村委会非法买卖的集体土地已达一千多亩，在土地买卖过程中剥夺了全体农户的知情权和表决权。丁玉泉，丁国权，丁旭就，丁旭平多次多综大规模土地自行买卖，甚至出现主任丁旭就把集体土地直接卖给其弟弟丁旭平骗取集体资产，仅大圳埔一综土地的倒买倒卖行为就个人谋取暴利数百万，他们诈取集体土地资产方法多手法低下，1.以集体土地可以统一组织管理为名大规模征用自行倒买倒卖农村集体土地。2.先设法荒废优质水田耕地。3.土地买卖过程从来不公开，全体农户均不知土地去向。4.村主任丁旭就直接把集体土地倒卖给丁旭平（现任书记主任）。5.他们采取多种手段多方面欺骗群众，阻碍农户对集体土地的知情权和表决权。6.丁屋村委会集体土地自行买卖行为，使村委会越卖土地越穷，造成集体资产巨大损失，阻碍集体长远发展，造成全体农户长期性的直接经济损害。     丁屋村全体农户认为在广大农户没有知情权和表决权的情况下买卖的集体土地是违反《中华人民共和国土地管理法》，违反《中华人民共和国农村集体土地管理法》，违反《合同法》属于非法买卖土地。丁屋村委会非法买卖集体土地行为，违法事实请楚，违法证据充分，违法性质严重，请各领导调查核实，作出处理。     全体农户坚决反对非法买卖集体土地，坚决要求依法追回非法买卖的土地。坚决要求依法取消非法合同。     现在村委会又要绕过村民进行大规模土地确权，问上级政府，国土局，纪律检查组，我们村非法买卖的集体土地是否可以确权？如果不可以，请尽快还群众一个公道。
钧达实业工业区垃圾场无人清理,虎门村头树田路钧达实业工业垃圾站设在宿舍楼下、长期无人清理、已占到人行道、车行道、臭气熏天、苍蝇满天飞、
常平火车出站口站乱停乱放,社会车辆乱停乱放，占用应急车道，占用人行车道，多为黑车占道，黑车乱拉客，乱停车，黑车司机在出站口附近随地小便，政府有关部门多次整治，整治行动当天有成效，过后又是乱七八糟，却治标不治本，政府执行力不够
行政效能投诉(部门),常平火车站社会车辆乱停乱放，占用应急车道，占用人行车道，多为黑车占道，黑车乱拉客，乱停车，黑车司机在出站口附近随地小便，政府有关部门多次整治，整治行动当天有成效，过后又是乱七八糟，却治标不治本，政府执行力不够
元美路和石竹路交叉口这里施工噪音扰民,元美路和石竹路交叉口这里行政广场据说准备建老年活动中心，晚上23：00多还在施工，严重扰民，尤其是家里还有老人小孩，根本没法休息！之前投诉过一次，停了两天，今天又开始了！屡禁不止！如果政府不能为群众解决问题的话，还要12345热线干什么
20160727冯桂铭13790465334,本人于2016年7月27日，在厚街镇康乐南路马益堡百货商店购买银爵精选红葡萄酒750ml一瓶，商品条码:3760212092077，单价268元买一瓶送一瓶，黄尾袋鼠加本力苏维翁红葡萄酒红色750ml，商品条码:9322214008988，两瓶，单价:100元一瓶，总价:468元，综上商品均无中文标签，严重违反食品安全法相关条例，请求相关部们查处并责令下架，并给予本人书面受理书，依据《食品药品违法行为举报奖励办法》奖励本人、《食品安全法》第148条赔偿1000元，并退还购物货款。
抽风机太多毛尘吹出来,豪苑三街五号4楼的毛衫电脑机小作坊，窗口安装了抽风机，每天日夜不停的往外抽风，太多毛尘吹出来了，让人怎么生活？这里不是工业区。希望他要那么搬走、要么整顿。不要影响周围人的生活。
价格过高,2016年7月26号晚上7点半在东莞市长安镇新安社区横增路83号华厨茶餐厅吃了一个蒸鱼头一个面饭，一个纸巾，45元，后来又叫了一个素面，问服务员多少钱，她说要去问下，后来没任何人告诉我斋面一份多少钱就给上来了，后面买单时说18元一碗，这不是坑爹吗，我说我要投诉，她们后来说收15元一碗，15元一碗也坑爹啊，总共收了我60元，特此投诉
报到证相关问题,现在有就业单位，但是该就业单位没有人事接收权，这种情况应该按已经落实就业单位的情况办理还是其他毕业生的情况办理。
隐贤山庄大门口道路设阻,隐贤山庄大门口，进出主要路段。现在有人在设阻栏杆，车辆通行受阻，望相关部门管理一下。
公安局长安分局办证厅办事员态度极度恶劣,帮老婆到长安公安局办理入户手续，需要跑一两次长安分局，两次下来觉得长安公安局办证大厅办理户口几个窗口的办事员态度极度恶劣，稍微问一些事情都显得极度不耐烦，有一个年纪轻轻的女孩子，态度都已经非常恶劣，感觉把入来办理入户手续的市民当作仇人似的，不只我一个人感觉，很多人到那里办理均有体会，作为一个文明城市，政府这么重要的地方居然这么差的态度，觉得严重影响政府的形象。
电梯安全无保障,小区电梯年检过期，平时没人保养，故障频发，不顾业主安全，仍然使用。
居住证回执上没有盖章,本人于2016年07月05日在东莞市公安局常平分局土塘派出所办理居住证，回执在当天没有盖章，去过打印回执的地方。他们说不盖，我所用来证明已经办理居住证单位，说没有盖章是不能当做有效凭证，现在我想请问补盖章在哪里可以盖到。
道路清扫不干净,东莞市清溪镇科技路道路清扫很垃圾
天宝路碧桂园楼盘工程施工扰民,天宝路新开楼盘碧桂园在建工程，因施工造成大量灰尘，此问题我于本月1号投诉，已收到回复，但未能解决，另外，上述工程现每天晚上都施工至0点之后，噪音很大，严重影响附近居民正常休息！望相关部门与开发商金星沟通协调！
"東莞長安鎮紫荊一號交樓無期, 開發商耍賴","紫荆广场开发商交楼与承诺不一致,东莞市陶然居房地产开发有限公司承建的《商品房买卖合同》交付使用日期为2016年7月1日，现开发商通知延迟6个月，预计到2016年12月26日交楼。我們業主方提出如下要求：1、要求该楼盘开发商提供逾期交楼的实质原因；2、提供2016年7月至12月的详细施工进度表，各项进度剩余的施工量。如何保证能按期交楼，每周要求安排业主的代表进工地监督及检查施工进度；3、要求违约金按月支付，每月8日前支付上个月自然月的违约金, 但開發商代表未能肯定的回覆及承諾業主, 這樣的樓盤, 開發商耍賴, 請問我們小老百姓的權益誰來維護, 花了半生積蓄購買的房子, 有一半的房款都還在中信銀行貸款, 每月繳付利息費用, 但買了房子卻沒辦法搬入?! 請求市級政府單位緊急了解並介入處理. 謝謝"
无证经营,第二次投诉该餐厅还在营业，请相关部门检查该餐厅是否持证经营。
行政效能投诉(部门),莞城区旗峰路在2016年6月被莞城交警大队使用铁马将道路的虚线及原为T字路口的丽峰路与旗峰路交汇处封闭，从汇峰中心至黄旗山红绿灯路段全线不允许掉头。在初期与莞城交警大队交涉中，其工作人员称封闭为临时措施，旨在对道路同行情况进行调研，本人询问调研时间，工作人员未能提供，本人要求查询调研报告，工作人员未予答复。自封闭虚线及路口以来，旗峰路需掉头的车辆必须排队等候红绿灯，而该路段出行高峰车流量大，仅有一条左转车道难以照顾左转及掉头车辆。由此导致红绿灯压力徒增而使通行数量剧降。在数次投诉后，莞城交警大队在浩宇大厦停车场开设一单向虚线供车辆掉头，仅供车辆进入浩宇大厦停车场或掉头至黄旗山方向，车辆由浩宇大厦停车场驶出需要到黄旗山红绿灯掉头才能转往莞城城内方向，未对道路拥堵产生实质性改善，相反对下班出行本需10秒的行程变成10分钟。其后，在7月27日，莞城交警大队再次封闭浩宇大厦停车场口的虚线，当日早上旗峰路极度拥堵。现正式投诉莞城交警大队对旗峰路的交通管制为乱作为，如该大队坚持措施，请提供或公示道路通行调研报告。另，因辖区交界，莞城交警大队的铁马拦至旗峰路临近黄旗山红绿灯约100米处，该处仍为双实线，因无法掉头，无数车辆在铁马未及处双实线掉头，严重影响交通秩序，至今未见莞城交警大队有针对违法行为的作为，现投诉莞城交警大队不作为。综上，莞城交警大队对旗峰路的管制为典型的一刀切懒政。
粤S93907营运车辆安全带大部分损坏,请勒定整改 谢谢
20160726冯桂铭13790465334,本人于2016年7月26日，在虎门镇东莞市悦和百货有限公司购买32度江口醇诸葛酿450ml一瓶配茂德公南派香辣鱼仔一瓶净含量:90克，单价:66.9元一瓶，商品条码:6902988523929，生产日期:2015年1月22日，保质期为:18个月，明确已经过期，请求相关部们查处并责令下架，并给予书面受理书，依据《食品药品违法行为举报奖励办法》奖励本人、《食品安全法》第148条赔偿1000元，并退还购物货款。
职称,想请问下，市政公用工程专业包括哪些专业？市政工程专业包括哪些专业？市政路桥工程师是属于市政的吗？机电工程师呢？电气工程师呢？？建筑给水、排水施工工程师呢？
君珆花园北门小区闸机常年不关，噪音扰民,君珆花园北门入口，一车辆入口闸机常年不关，闸机显示异常，并发出滴滴滴滴的报警声，夜晚严重影响街坊邻居，尤其是老人和小孩的睡眠。多次向其保安投诉不予理睬。
东莞参保满5年入户东莞的政策是真的吗,我在7月22号的羊城晚报上看到头条新闻说：外来工在东莞就业和参保都满5年，即可入户东莞，并且说是东莞市委党委会在7月21号通过了《东莞市并于进一步推进户籍制度改革的实施方案》，并且说外来工在东莞就业和参保都满5年，即可入户东莞。并且在网上有很多相并的新闻报道。　　但是当我们打电话到政府职能部门如公安局、新莞人服务局、人力资源局等部门都说不知道这件事。　　这究竟是怎么回事？难道羊城晚报报道的新闻是假的吗？　　
垃圾场扰民,你好！这个垃圾场对附近区域有很大干扰！白天有轻微的腐臭味，但到晚上7点多后就特别臭，门窗关上都闻的到，十分难顶！  每经过垃圾场都要掩鼻，而且门口垃圾堆积如山，污水横流，所以对附近的菜地和水塘都有很大危害（水塘的水已被严重污染）村民都被垃圾场腐臭味熏的有时喘不过气，已经对村民健康产生严重危害，对垃圾场有很大意见，要求搬走垃圾场，因为它严重干扰到人们作息生活！最后望领导尽快处理，解决村民之忧！谢谢
市外毕业生服务 為什麼不能申報,高校毕业生 事项名称： 市外毕业生服务 廣州畢業生，東莞人力資源局報道已經上傳所需材料，提交卻提示不能申報。請問為什麼不能申報？難道網上報道不行？如果不能是否要自己到東莞市人力資源局報道？
保育员证书补贴,我3月申报了保育员技能晋升培训补贴，因工作原因一直没去东莞东城劳动局拿补贴，昨天去劳动局被告知申报日期已过，现在找不到申报网址了，应该怎么重新申报打印？
松山湖交警,"万科金域松湖住户,(平常都有车位停在，地下车库)车位紧张。昨天把车停在，金域松湖3号门近工业园匝道上。(并不在主干道上,在工业园围墙边,我每天看到有很多车停的上面因为道路招牌,)毫无预警地听到罚单。记得入住万科的时候。干道上车位线隐约可见。贴过一次,"
虎门第五人民医院B超科时效及服务差,本人6月8日预约了7月26日的三维彩超，本想着早点去能早点做完，谁知一过去前台护士告知排队要到11点，就这样傻傻的从9点等到11点，其中咨询前台护士没一个有好脸色，凶得像欠她钱似的，就这样也忍了，但现在已经是11：50了居然还没叫到号，而且排队屏幕一直都没动，真的想问问这群医生护士都是干嘛的。而且可以向患者了解一下，看看哪个做B超的患者不用排3至5小时的，真不知道该院领导是何居心，排这么多人是想展示你们生意好？还是买不起机器设备？
投诉长安金色悦府7栋架空层未按规划建设,长安金色悦府7栋一楼架空层按照规划局审核通过的文件，应该是建设星光老年之家，但是开发商和物业在架空层设置了返修办公室，宿舍和厕所，社区警卫室也并没有警卫在里面上班，，占用了整个架空层，导致业主出入需要绕行，极大的影响到业主的正常生活，希望规划局核实情况，责令开发商撤除违建。
长安金色悦府7栋一楼架空层按照规划局审核通过的文件建设,长安金色悦府7栋一楼架空层按照规划局审核通过的文件，应该是建设星光老年之家，但是开发商和物业在架空层设置了返修办公室，宿舍和厕所，社区警卫室也并没有警卫在里面上班，，占用了整个架空层，导致业主出入需要绕行，极大的影响到业主的正常生活，希望规划局核实情况，责令开发商撤除违建。
投诉长安金色悦府7栋架空层未按规划建设,长安金色悦府7栋一楼架空层按照规划局审核通过的文件，应该是建设星光老年之家，但是开发商和物业在架空层设置了返修办公室，宿舍和厕所，社区警卫室也并没有警卫在里面上班，，占用了整个架空层，导致业主出入需要绕行，极大的影响到业主的正常生活，希望规划局核实情况，责令开发商撤除违建。
非机动车闯红灯,虎门交警及政府负责人你们有空到各个路口看看，那些行人，三轮车，摩托车，电动车，不管红绿灯，随意穿行马路，老是出现险象环生的情况，一来影响交通的通行能力，二来一旦出了事，害人还害几！        恳请你们不要一天到晚的坐在办公室喝茶吹空调了，有空想想想怎么去合理管理约束下这种不文明的交通行为，给广大市民一个良好的出行空间！营造一个安全和谐的交通环境！        如果你们实在想不出来什么好法子，那我在此推荐你们去佛山，顺德等地看看，看看人家怎么过马路，怎么管理的！
开发商违建,长安金色悦府7栋一楼架空层按照规划局审核通过的文件，应该是建设星光老年之家，但是开发商和物业在架空层设置了返修办公室，宿舍和厕所，社区警卫室也并没有警卫在里面上班，，占用了整个架空层，导致业主出入需要绕行，极大的影响到业主的正常生活，希望规划局核实情况，责令开发商撤除违建。
万科金色悦府7栋一楼架空层违建,投诉内容：长安金色悦府7栋一楼架空层按照规划局审核通过的文件，应该是建设星光老年之家，但是开发商和物业在架空层设置了返修办公室，宿舍和厕所，社区警卫室也并没有警卫在里面上班，，占用了整个架空层，导致业主出入需要绕行，极大的影响到业主的正常生活，希望规划局核实情况，责令开发商撤除违建。
长安金色悦府小区7栋架空层违建,长安金色悦府7栋按照规划局审核通过的文件，应该是建设星光老年之家，但是开发商和物业在架空层设置了返修办公室，宿舍和厕所，社区警卫室也并没有警卫在里面上班，，占用了整个架空层，导致业主出入需要绕行，极大的影响到业主的正常生活，希望规划局核实情况，责令开发商撤除违建。
行政效能投诉(部门),2016年7月26日早上8点50分接到东城环保分局来电反馈“东城主山槌子大街横巷王勤废品回收站”的情况。该来电人员在交谈情况中态度嚣张恶劣，问及其处理情况如何，只是一直推卸“正在交由法院处理”，并没有其它确切的回复。当问及他本人姓名时，却一直推搪可以直接找他领导“张股长”进行处理。一再追问下才肯透露来电人员姓“李”的男子。作为一个政府业务人员连最基本的自我介绍都不肯透露，试问他本人是否存在心虚。望相关部门能对该员工进行其工作教育处分！
一楼架空层违建,简单整理一下今天上午大家反应的问题：1.万科物业水电表抄数前未与业主交接（找万科物业投诉：400-951-5151） 2.由于地产提供的水管分布图与实际布局不符，导致业主装空调时打爆水管，返修部拒修。（万科总部：0769-23038111） 3.7栋架空层功能与备案及原本规划不一致，现变为返修部及员工宿舍及厕所。。（万科总部：0769-23038111）
东莞长安镇建安路振安路段泥土车应严格整治超载,每天不知道有多少泥头车在这两条路上跑，一辆接一辆。辆辆都严重超载没有人管理。路上洒满了泥，尘土飞杨。道理也被压得坑坑洼洼。长安花园前面公交车站更是青苔一片。多次反映也无改善无处理！请有关部门重视！
下亭新街沙场导致的尘土问题,"今年下亭新街靠江滨花园小区这头出现一个沙场, 平日拉沙的车子进进出出, 沿途掉落大量泥土, 加上前段时间下雨, 沿途车辆从沙场带出大量泥土.沙场附件, 有人清理或者洒水, 但下亭江滨路16号附件的马路无人问津, 现在天气干燥, 泥土遍地, 过往行车扬起的灰尘满天, 门窗都不敢开, 衣服晾晒也成问题, 希望有关部门能帮忙早日解决,谢谢!"
有关2016年6月27日诉求事宜答复,尊敬的有关部门领导：         您好！有关上次的诉求答复已看到，十分感谢，但就是不明白，是不我每投诉一次，厦岗派出所才去调查一次，既然已经有锁定犯罪嫌疑人，为啥不再跟进，调查取证在取款前和取款后的一个行走路线呢，银行周围应该是有监控的呀，这派出所办案人员应该比我们老百姓专业呀，而且让我去看监控啥也不给我解释，问他们也不吭气，我就看一眼能记住这个犯罪嫌疑人吗？问是否能把犯罪嫌疑人的照片给我一张，说是不可以，还说是侵犯了人家的肖像权，这个我能理解，那是不我们通过媒体曝光犯罪嫌疑人样子就不会侵犯肖像权了，这明显是一个犯罪团伙的行动了，可是派出所有真正去调查过吗？期待有关部门处理，谢谢
